date freq power mode idcall country long latitude distance
2014-11-29 02:15:11      21036.6 15    CW   JF2IKJ         JA     35.18000  136.89999 15416
2014-11-29 02:15:28      21036.6 15    CW   K0SRL          K      41.08000  -96.40000  5891
2014-11-29 02:16:02      21036.6 15    CW   PU5AAD         PY    -10.00000  -53.00000  1690
2014-11-29 02:16:32      21036.6 15    CW   PR7HR          PY     -7.10000  -34.88000  2405
2014-11-29 02:16:59      21036.6 15    CW   K5KV           K      31.92000  -96.23000  5410
2014-11-29 02:17:18      21036.6 15    CW   NU7P           K      41.28000 -116.58000  7461
2014-11-29 02:17:53      21036.6 15    CW   JH7CUO         JA     40.82000  140.73000 14720
2014-11-29 02:19:05      21036.6 15    CW   JA3DX          JA     35.02000  135.77000 15458
2014-11-29 02:19:22      21036.6 15    CW   NC7M           K      41.28000 -116.58000  7461
2014-11-29 02:19:42      21036.6 15    CW   WB0SND         K      41.08000  -96.40000  5891
2014-11-29 02:20:04      21036.6 15    CW   K7SCX          K      41.28000 -116.58000  7461
2014-11-29 02:20:41      21036.6 15    CW   JE1HRC         JA     35.68000  139.67999 15292
2014-11-29 02:21:21      21036.6 15    CW   JG7MFN         JA     40.82000  140.73000 14720
2014-11-29 02:22:01      21036.6 15    CW   JA0DAI         JA     36.65000  138.17999 15228
2014-11-29 02:22:14      21036.6 15    CW   N0IM           K      41.08000  -96.40000  5891
2014-11-29 02:22:25      21036.6 15    CW   WE3C           K      39.98000  -76.88000  4564
2014-11-29 02:22:41      21036.6 15    CW   JI1LAT         JA     35.68000  139.67999 15292
2014-11-29 02:22:55      21036.6 15    CW   JA8LRG         JA     41.77000  140.73000 14620
2014-11-29 02:23:51      21036.6 15    CW   JP3AYQ         JA     35.02000  135.77000 15458
2014-11-29 02:24:15      21036.6 15    CW   RA0FF          UA9    50.55000  142.60001 13647
2014-11-29 02:24:53      21036.6 15    CW   JA7NVF         JA     40.82000  140.73000 14720
2014-11-29 02:25:31      21036.6 15    CW   K3CR           K      39.98000  -76.88000  4564
2014-11-29 02:25:48      21036.6 15    CW   JR4OZR         JA     33.57000  133.53000 15657
2014-11-29 02:26:34      21036.6 15    CW   JA7GYP         JA     40.82000  140.73000 14720
2014-11-29 02:27:24      21036.6 15    CW   JR1UFN         JA     35.68000  139.67999 15292
2014-11-29 02:28:09      21036.6 15    CW   JH9KVF         JA     36.07000  136.22000 15335
2014-11-29 02:29:51      21037.5 15    CW   K4RO           K      35.80000  -86.37000  4839
2014-11-29 02:30:15      21037.5 15    CW   JA6CNQ         JA     33.58000  130.53000 15692
2014-11-29 02:30:39      21037.5 15    CW   JH1HGI         JA     35.68000  139.67999 15292
2014-11-29 02:30:55      21037.5 15    CW   JQ1VDJ         JA     35.68000  139.67999 15292
2014-11-29 02:31:11      21037.5 15    CW   JA8CNF         JA     41.77000  140.73000 14620
2014-11-29 02:31:34      21037.5 15    CW   UA0LDW         UA9    45.33000  134.67000 14351
2014-11-29 02:31:49      21037.5 15    CW   JJ0JML         JA     36.65000  138.17999 15228
2014-11-29 02:32:09      21037.5 15    CW   JA8FFM         JA     41.77000  140.73000 14620
2014-11-29 02:32:35      21037.5 15    CW   RA0W           UA9    53.50000   90.00000 12621
2014-11-29 02:32:59      21037.5 15    CW   JI1BDQ         JA     35.68000  139.67999 15292
2014-11-29 02:33:17      21037.5 15    CW   JS1KKY         JA     35.68000  139.67999 15292
2014-11-29 02:34:04      21037.5 15    CW   UA0LDW         UA9    45.33000  134.67000 14351
2014-11-29 02:34:25      21037.5 15    CW   VK2PN          VK    -34.00000  151.00000 15986
2014-11-29 02:34:41      21037.5 15    CW   JN3TMW         JA     35.02000  135.77000 15458
2014-11-29 02:35:06      21037.5 15    CW   JI1PBK         JA     35.68000  139.67999 15292
2014-11-29 02:36:04      21037.5 15    CW   JA2ADY         JA     35.18000  136.89999 15416
2014-11-29 02:36:56      21037.5 15    CW   JA1JQY         JA     35.68000  139.67999 15292
2014-11-29 02:37:12      21037.5 15    CW   N4MA           K      33.18000  -82.23000  4361
2014-11-29 02:37:53      21037.5 15    CW   WA1AR          K      42.38000  -71.67000  4540
2014-11-29 02:38:34      21037.5 15    CW   JA1ERB         JA     35.68000  139.67999 15292
2014-11-29 02:39:15      21037.5 15    CW   KC9WJK         K      41.53000  -87.98000  5342
2014-11-29 02:40:15      21037.5 15    CW   JH1AHU         JA     35.68000  139.67999 15292
2014-11-29 02:40:40      21037.5 15    CW   JG5DHX         JA     33.57000  133.53000 15657
2014-11-29 02:40:49      21037.5 15    CW   NA3M           K      39.98000  -76.88000  4564
2014-11-29 02:42:22      21037.5 15    CW   JK1OLT         JA     35.68000  139.67999 15292
2014-11-29 02:42:52      21037.5 15    CW   N4MO           K      33.18000  -82.23000  4361
2014-11-29 02:43:45      21037.5 15    CW   JM1LRA         JA     35.68000  139.67999 15292
2014-11-29 02:44:29      21037.5 15    CW   JA2VHO         JA     35.18000  136.89999 15416
2014-11-29 02:45:16      21037.5 15    CW   JH3WKE         JA     35.02000  135.77000 15458
2014-11-29 02:45:38      21037.5 15    CW   W9WI           K      41.53000  -87.98000  5342
2014-11-29 02:46:22      21037.5 15    CW   W1RM           K      42.38000  -71.67000  4540
2014-11-29 02:46:41      21037.5 15    CW   BI4SSB         BY     32.03000  118.78000 15781
2014-11-29 02:47:15      21037.5 15    CW   AC4BV          K      33.18000  -82.23000  4361
2014-11-29 02:47:38      21037.5 15    CW   JA1FFB         JA     35.68000  139.67999 15292
2014-11-29 02:48:17      21037.5 15    CW   JH7DEU         JA     40.82000  140.73000 14720
2014-11-29 02:48:40      21037.5 15    CW   JH1RGG         JA     35.68000  139.67999 15292
2014-11-29 02:48:56      21037.5 15    CW   JR1BTG         JA     35.68000  139.67999 15292
2014-11-29 02:50:02      21037.5 15    CW   JG1PED         JA     35.68000  139.67999 15292
2014-11-29 02:50:22      21037.5 15    CW   K1JB           K      42.38000  -71.67000  4540
2014-11-29 02:50:42      21037.5 15    CW   JH8KIY         JA     41.77000  140.73000 14620
2014-11-29 02:51:01      21037.5 15    CW   JA1CCN         JA     35.68000  139.67999 15292
2014-11-29 02:51:23      21037.5 15    CW   BX4AG          BV     23.72000  120.88000 16728
2014-11-29 02:51:37      21037.5 15    CW   K5XU           K      31.92000  -96.23000  5410
2014-11-29 02:53:08      21037.5 15    CW   W2/G3RKF       K      41.17000  -74.57000  4554
2014-11-29 02:53:41      21037.5 15    CW   JH1FRW         JA     35.68000  139.67999 15292
2014-11-29 02:54:07      21037.5 15    CW   W4NA           K      33.18000  -82.23000  4361
2014-11-29 02:54:36      21037.5 15    CW   JG1FML         JA     35.68000  139.67999 15292
2014-11-29 02:55:07      21037.5 15    CW   PY5FB          PY    -25.42000  -49.12000  3426
2014-11-29 02:55:36      21037.5 15    CW   AJ8B           K      41.35000  -83.22000  5034
2014-11-29 02:56:11      21037.5 15    CW   WA2VYA         K      30.90000  -97.37000  5465
2014-11-29 02:56:45      21037.5 15    CW   JA5DQH         JA     33.57000  133.53000 15657
2014-11-29 02:57:51      21037.5 15    CW   JK2AQT         JA     35.18000  136.89999 15416
2014-11-29 02:58:12      21037.5 15    CW   JR7XKN         JA     40.82000  140.73000 14720
2014-11-29 02:58:48      21037.5 15    CW   JA1YKX         JA     35.68000  139.67999 15292
2014-11-29 02:59:27      21037.5 15    CW   W6HBN          K      35.47000 -119.33000  7564
2014-11-29 02:59:51      21037.5 15    CW   RK9UE          UA9    54.93000   87.23000 12382
2014-11-29 03:00:08      21037.5 15    CW   JA1UOC         JA     35.68000  139.67999 15292
2014-11-29 03:01:08      21037.5 15    CW   VK3VT          VK    -38.00000  145.00000 15951
2014-11-29 03:01:24      21037.5 15    CW   JA1CTZ         JA     35.68000  139.67999 15292
2014-11-29 03:02:14      21037.5 15    CW   JK1FNL         JA     35.68000  139.67999 15292
2014-11-29 03:02:43      21037.5 15    CW   JH1GBZ         JA     35.68000  139.67999 15292
2014-11-29 03:03:16      21037.5 15    CW   JF3GFH/1       JA     35.68000  139.67999 15292
2014-11-29 03:03:37      21037.5 15    CW   JI0WVQ         JA     36.65000  138.17999 15228
2014-11-29 03:03:54      21037.5 15    CW   HL2IFR         HL     36.23000  127.90000 15410
2014-11-29 03:04:58      21037.5 15    CW   UN7QF          UN     43.27000   76.88000 12631
2014-11-29 03:05:17      21037.5 15    CW   NH2DX          KH2    13.37000  144.70000 17196
2014-11-29 03:06:13      21037.5 15    CW   JG1CYF         JA     35.68000  139.67999 15292
2014-11-29 03:06:46      21037.5 15    CW   JE0HUR         JA     36.65000  138.17999 15228
2014-11-29 03:06:56      21037.5 15    CW   W5PF           K      31.92000  -96.23000  5410
2014-11-29 03:08:02      21037.5 15    CW   JE5JHZ         JA     33.57000  133.53000 15657
2014-11-29 03:08:30      21037.5 15    CW   W2YC           K      41.17000  -74.57000  4554
2014-11-29 03:09:02      21037.5 15    CW   JK1DLC         JA     35.68000  139.67999 15292
2014-11-29 03:09:44      21037.5 15    CW   BG9XD          BY     36.57000  101.67000 14663
2014-11-29 03:10:37      21037.5 15    CW   JH0WJW         JA     36.65000  138.17999 15228
2014-11-29 03:11:25      21037.5 15    CW   JR0GXA         JA     36.65000  138.17999 15228
2014-11-29 03:11:56      21037.5 15    CW   CR3A           CT3    32.75000  -16.95000  4808
2014-11-29 03:12:18      21037.5 15    CW   JR3NZC         JA     35.02000  135.77000 15458
2014-11-29 03:12:54      21037.5 15    CW   UA9YE          UA9    52.77000   82.62000 12331
2014-11-29 03:13:54      21037.5 15    CW   HL5QY          HL     36.23000  127.90000 15410
2014-11-29 03:14:49      21037.5 15    CW   JH0TIS         JA     36.65000  138.17999 15228
2014-11-29 03:15:34      21037.5 15    CW   UN5J           UN     49.98000   82.62000 12535
2014-11-29 03:16:08      21037.5 15    CW   JH3GFA         JA     35.02000  135.77000 15458
2014-11-29 03:16:57      21037.5 15    CW   JA1NOJ         JA     35.68000  139.67999 15292
2014-11-29 03:17:43      21034.8 15    CW   K5NA           K      31.92000  -96.23000  5410
2014-11-29 03:18:16      21034.8 15    CW   OH0Z           OH0    60.13000   20.37000  8577
2014-11-29 03:19:28      21034.8 15    CW   JA2DNA         JA     35.18000  136.89999 15416
2014-11-29 03:20:21      21034.8 15    CW   W1MJ           K      42.38000  -71.67000  4540
2014-11-29 03:20:46      21034.8 15    CW   JA8RWU         JA     41.77000  140.73000 14620
2014-11-29 03:22:01      21034.8 15    CW   WD4AHZ         K      33.18000  -82.23000  4361
2014-11-29 03:22:47      21034.8 15    CW   JJ0PJD         JA     36.65000  138.17999 15228
2014-11-29 03:23:09      21034.8 15    CW   UC0A           UA9    59.88000   91.67000 12138
2014-11-29 03:25:05      21034.8 15    CW   VK2ALR         VK    -34.00000  151.00000 15986
2014-11-29 03:25:20      21034.8 15    CW   NP2X           KP2    17.73000  -64.80000  1917
2014-11-29 03:25:39      21034.8 15    CW   N7DD           K      41.28000 -116.58000  7461
2014-11-29 03:26:02      21034.8 15    CW   JA8JLC         JA     41.77000  140.73000 14620
2014-11-29 03:26:24      21034.8 15    CW   JH0RNN         JA     36.65000  138.17999 15228
2014-11-29 03:27:05      21034.8 15    CW   JA6ZPR         JA     33.58000  130.53000 15692
2014-11-29 03:27:50      21034.8 15    CW   JA6SRB         JA     33.58000  130.53000 15692
2014-11-29 03:28:18      21034.8 15    CW   JF3BFS         JA     35.02000  135.77000 15458
2014-11-29 03:28:41      21034.8 15    CW   BV3FQ          BV     23.72000  120.88000 16728
2014-11-29 03:29:14      21034.8 15    CW   JI8BRZ         JA     41.77000  140.73000 14620
2014-11-29 03:29:26      21034.8 15    CW   PY3OZ          PY    -30.05000  -51.18000  3922
2014-11-29 03:29:41      21034.8 15    CW   JE1TRF         JA     35.68000  139.67999 15292
2014-11-29 03:30:11      21034.8 15    CW   KO8SCA         K      41.35000  -83.22000  5034
2014-11-29 03:30:27      21034.8 15    CW   PY4VB          PY    -18.58000  -46.53000  2729
2014-11-29 03:30:50      21034.8 15    CW   RL9O           UA9    55.45000   79.55000 11986
2014-11-29 03:31:03      21034.8 15    CW   JH6DUI         JA     33.58000  130.53000 15692
2014-11-29 03:31:40      21034.8 15    CW   JF1AZQ         JA     35.68000  139.67999 15292
2014-11-29 03:31:55      21034.8 15    CW   R0LM           UA9    45.33000  134.67000 14351
2014-11-29 03:32:34      21034.8 15    CW   RK9UM          UA9    54.93000   87.23000 12382
2014-11-29 03:33:06      21034.8 15    CW   8Q7DV          8Q      4.15000   73.45000 13947
2014-11-29 03:33:29      21034.8 15    CW   B1Z            BY     39.93000  116.40000 14877
2014-11-29 03:33:50      21034.8 15    CW   RT0C           UA9    54.80000  136.83000 13288
2014-11-29 03:34:24      21034.8 15    CW   JN3TRK         JA     35.02000  135.77000 15458
2014-11-29 03:34:59      21034.8 15    CW   JA6JNF         JA     33.58000  130.53000 15692
2014-11-29 03:35:21      21034.8 15    CW   JH1KKT         JA     35.68000  139.67999 15292
2014-11-29 03:36:09      21034.8 15    CW   JA1SVP         JA     35.68000  139.67999 15292
2014-11-29 03:36:58      21034.8 15    CW   JL1SAM         JA     35.68000  139.67999 15292
2014-11-29 03:37:56      21033.5 15    CW   JA4CQH         JA     33.57000  133.53000 15657
2014-11-29 03:38:25      21033.5 15    CW   JE2CPI         JA     35.18000  136.89999 15416
2014-11-29 03:39:25      21033.5 15    CW   7L2CDG         JA     35.68000  139.67999 15292
2014-11-29 03:40:23      21033.5 15    CW   N7DD           K      41.28000 -116.58000  7461
2014-11-29 03:40:46      21033.5 15    CW   ZL1T           ZL    -36.83000  174.73000 14056
2014-11-29 03:41:13      21033.5 15    CW   JA4CMW         JA     33.57000  133.53000 15657
2014-11-29 03:41:29      21033.5 15    CW   KL7RA          KL     61.40000 -148.87000  9829
2014-11-29 03:42:20      21033.5 15    CW   JE1REU         JA     35.68000  139.67999 15292
2014-11-29 03:43:04      21033.5 15    CW   JQ1SUO         JA     35.68000  139.67999 15292
2014-11-29 03:43:15      21033.5 15    CW   N4RV           K      33.18000  -82.23000  4361
2014-11-29 03:44:23      21033.7 15    CW   JA1NXK         JA     35.68000  139.67999 15292
2014-11-29 03:45:12      21033.7 15    CW   JR2DOL         JA     35.18000  136.89999 15416
2014-11-29 03:46:12      21033.7 15    CW   JA8RRF         JA     41.77000  140.73000 14620
2014-11-29 03:46:43      21033.7 15    CW   JA2FMY         JA     35.18000  136.89999 15416
2014-11-29 03:47:13      21033.7 15    CW   JA8AJE         JA     41.77000  140.73000 14620
2014-11-29 03:47:33      21033.7 15    CW   JA5BIN         JA     33.57000  133.53000 15657
2014-11-29 03:47:54      21033.7 15    CW   JA5FDJ         JA     33.57000  133.53000 15657
2014-11-29 03:48:10      21033.7 15    CW   JE1XAD         JA     35.68000  139.67999 15292
2014-11-29 03:48:39      21033.7 15    CW   JA1CQK         JA     35.68000  139.67999 15292
2014-11-29 03:48:55      21033.7 15    CW   JH1ASG         JA     35.68000  139.67999 15292
2014-11-29 03:50:02      21033.7 15    CW   JR2PMT         JA     35.18000  136.89999 15416
2014-11-29 03:50:56      21033.7 15    CW   JM2LEI         JA     35.18000  136.89999 15416
2014-11-29 03:52:08      21033.7 15    CW   XU7AEZ         XU     12.93000  105.13000 16846
2014-11-29 03:52:41      21033.7 15    CW   JH1FSF         JA     35.68000  139.67999 15292
2014-11-29 03:52:57      21033.7 15    CW   JR2IOB         JA     35.18000  136.89999 15416
2014-11-29 03:53:38      21033.7 15    CW   7L3SQL         JA     35.68000  139.67999 15292
2014-11-29 03:53:55      21033.7 15    CW   JJ1XQU         JA     35.68000  139.67999 15292
2014-11-29 03:54:28      21033.7 15    CW   JI8XLD         JA     41.77000  140.73000 14620
2014-11-29 03:55:03      21033.7 15    CW   JH3LCU/1       JA     35.68000  139.67999 15292
2014-11-29 03:55:31      21033.7 15    CW   K9IMM          K      41.53000  -87.98000  5342
2014-11-29 03:57:05      21033.7 15    CW   JG3LGD         JA     35.02000  135.77000 15458
2014-11-29 03:57:23      21033.7 15    CW   RU0LW          UA9    45.33000  134.67000 14351
2014-11-29 03:59:49      21001.4 15    CW   E2X            HS     12.60000   99.70000 16382
2014-11-29 04:01:31      21009.0 15    CW   RW0A           UA9    59.88000   91.67000 12138
2014-11-29 04:03:08      21012.5 15    CW   VK2IM          VK    -34.00000  151.00000 15986
2014-11-29 04:05:30      21014.1 15    CW   KH7XX          KH6    21.12000 -157.48000 11319
2014-11-29 04:07:09      21015.0 15    CW   CX2BR          CX    -33.00000  -56.00000  4261
2014-11-29 04:12:31      21020.1 15    CW   TX8C           FK    -21.50000  165.50000 15521
2014-11-29 04:13:25      21024.3 15    CW   HC2AO/8        HC8    -0.78000  -91.03000  4308
2014-11-29 04:18:32      21029.5 15    CW   BG4TMC         BY     32.03000  118.78000 15781
2014-11-29 04:21:07      21030.7 15    CW   DU3/R7KW       DU     15.47000  120.57000 17603
2014-11-29 04:22:07      21031.9 15    CW   VK4KW          VK    -27.50000  153.00000 16335
2014-11-29 04:24:28      21049.1 15    CW   AH0K           KH0    15.18000  145.72000 16975
2014-11-29 04:25:22      21052.1 15    CW   LR1E           LU    -38.75000  -62.25000  4984
2014-11-29 04:25:55      21053.4 15    CW   KH6CW          KH6    21.12000 -157.48000 11319
2014-11-29 04:35:09      21056.1 15    CW   V6A            V6      6.88000  158.20000 16333
2014-11-29 04:38:19      21063.6 15    CW   KH8B           KH8   -14.32000 -170.78000 13173
2014-11-29 04:39:55      21072.3 15    CW   BA1GN/8        BY     29.58000  106.42000 15555
2014-11-29 04:44:35      21027.7 15    CW   B7Q            BY     22.80000  108.33000 16284
2014-11-29 04:46:05      21028.4 15    CW   HS0ZAR         HS     12.60000   99.70000 16382
2014-11-29 04:53:22      21015.5 15    CW   YB8RW          YB      0.55000  123.08000 19225
2014-11-29 04:56:08      21005.7 15    CW   ZL2AL          ZL    -41.28000  174.78000 13837
2014-11-29 05:01:12      21013.0 15    CW   RW4WA          UA     57.28000   52.75000 10438
2014-11-29 05:02:18      21013.0 15    CW   BY8DX          BY     30.63000  104.03000 15328
2014-11-29 05:02:41      21013.0 15    CW   NP2X           KP2    17.73000  -64.80000  1917
2014-11-29 05:05:07      21013.1 15    CW   VK3AUQ         VK    -38.00000  145.00000 15951
2014-11-29 05:06:23      21013.1 15    CW   ZL2AZ          ZL    -41.28000  174.78000 13837
2014-11-29 05:07:32      21013.1 15    CW   VK7KT          VK    -42.90000  147.30000 15383
2014-11-29 05:08:26      21013.1 15    CW   VK3TZ          VK    -38.00000  145.00000 15951
2014-11-29 05:09:31      21013.1 15    CW   ZS2DL          ZS    -33.97000   25.60000  9262
2014-11-29 05:10:59      21013.1 15    CW   UP2L           UN     53.12000   63.38000 11230
2014-11-29 05:16:13      21013.1 15    CW   LU8YE          LU    -38.55000  -68.05000  5115
2014-11-29 05:20:46      21013.1 15    CW   PT2CM          PY    -15.92000  -47.67000  2412
2014-11-29 05:21:20      21013.1 15    CW   P33W           5B     35.00000   33.00000  9288
2014-11-29 05:22:00      21013.1 15    CW   JA7FLI         JA     40.82000  140.73000 14720
2014-11-29 05:22:31      21013.1 15    CW   JE1SGH         JA     35.68000  139.67999 15292
2014-11-29 05:24:12      21013.1 15    CW   YT6A           YU     44.00000   21.00000  8308
2014-11-29 05:25:18      21013.1 15    CW   JR3XUH         JA     35.02000  135.77000 15458
2014-11-29 05:30:14      21013.1 15    CW   3W3B           3W     15.80000  107.90000 16854
2014-11-29 05:31:42      21013.1 15    CW   HS0ZGL         HS     12.60000   99.70000 16382
2014-11-29 05:32:19      21013.1 15    CW   VK7CW          VK    -42.90000  147.30000 15383
2014-11-29 05:32:44      21013.1 15    CW   ZM1A           ZL    -36.83000  174.73000 14056
2014-11-29 06:04:37      21036.8 15    CW   JF2XGF         JA     35.18000  136.89999 15416
2014-11-29 06:11:30      21058.0 15    CW   HS3XVP         HS     15.25000  104.82000 16656
2014-11-29 06:20:16      21013.5 15    CW   3D2KM          3D2   -17.78000  177.92000 14344
2014-11-29 06:20:54      21016.5 15    CW   E2E            HS     12.60000   99.70000 16382
2014-11-29 06:24:50      21039.1 15    CW   LU6UO          LU    -38.00000  -66.00000  4996
2014-11-29 06:30:52      21064.1 15    CW   9V1PW          9V      1.37000  103.78000 17305
2014-11-29 06:33:16      21031.0 15    CW   VK4OQ          VK    -27.50000  153.00000 16335
2014-11-29 06:40:25      21002.5 15    CW   3B8MU          3B8   -20.35000   57.50000 12314
2014-11-29 06:46:06      21015.0 15    CW   VK2GR          VK    -34.00000  151.00000 15986
